0,0
2,0
3,-7
-11,-11
-20,12
10,30
39,1
18,-40
-28,-34
-43,9
-13,41
27,33
44,-4
25,-37
-12,-44
-39,-21
-42,12
-23,37
6,42
31,31
43,7
41,-17
28,-34
10,-44
-8,-44
-23,-39
-33,-29
-40,-18
-43,-9
-44,0
-44,6
-42,10
-37,11
-31,9
-22,6
-14,2
-7,-1
-1,-1
0,0
-1,-1
-7,-1
-14,2
-22,6
-31,9
-37,11
-42,10
-44,6
-44,0
-43,-9
-40,-18
-33,-29
-23,-39
-8,-44
10,-44
28,-34
41,-17
43,7
31,31
6,42
-23,37
-42,12
-39,-21
-12,-44
25,-37
44,-4
27,33
-13,41
-43,9
-28,-34
18,-40
39,1
10,30
-20,12
-11,-11
3,-7
2,0
0,0
1,1
-6,2
-10,-12
13,-21
31,9
2,38
-39,17
-33,-29
10,-44
42,-14
34,26
-3,43
-36,24
-43,-13
-20,-40
13,-43
38,-24
43,5
31,31
8,42
-16,40
-33,27
-43,9
-43,-9
-38,-24
-28,-34
-17,-41
-8,-44
1,-45
7,-45
11,-43
12,-38
10,-32
7,-23
3,-15
0,-8
0,-2
0,0
0,-2
0,-8
3,-15
7,-23
10,-32
12,-38
11,-43
7,-45
1,-45
-8,-44
-17,-41
-28,-34
-38,-24
-43,-9
-43,9
-33,27
-16,40
8,42
31,31
43,5
38,-24
13,-43
-20,-40
-43,-13
-36,24
-3,43
34,26
42,-14
10,-44
-33,-29
-39,17
2,38
31,9
13,-21
-10,-12
-6,2
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
3,-7
-11,-11
-20,12
10,30
39,1
18,-40
-28,-34
-43,9
-13,41
27,33
44,-4
25,-37
-12,-44
-39,-21
-42,12
-23,37
6,42
31,31
43,7
41,-17
28,-34
10,-44
-8,-44
-23,-39
-33,-29
-40,-18
-43,-9
-44,0
-44,6
-42,10
-37,11
-31,9
-22,6
-14,2
-7,-1
-1,-1
0,0
-1,-1
-7,-1
-14,2
-22,6
-31,9
-37,11
-42,10
-44,6
-44,0
-43,-9
-40,-18
-33,-29
-23,-39
-8,-44
10,-44
28,-34
41,-17
43,7
31,31
6,42
-23,37
-42,12
-39,-21
-12,-44
25,-37
44,-4
27,33
-13,41
-43,9
-28,-34
18,-40
39,1
10,30
-20,12
-11,-11
3,-7
2,0
0,0
1,1
-6,2
-10,-12
13,-21
31,9
2,38
-39,17
-33,-29
10,-44
42,-14
34,26
-3,43
-36,24
-43,-13
-20,-40
13,-43
38,-24
43,5
31,31
8,42
-16,40
-33,27
-43,9
-43,-9
-38,-24
-28,-34
-17,-41
-8,-44
1,-45
7,-45
11,-43
12,-38
10,-32
7,-23
3,-15
0,-8
0,-2
0,0
0,-2
0,-8
3,-15
7,-23
10,-32
12,-38
11,-43
7,-45
1,-45
-8,-44
-17,-41
-28,-34
-38,-24
-43,-9
-43,9
-33,27
-16,40
8,42
31,31
43,5
38,-24
13,-43
-20,-40
-43,-13
-36,24
-3,43
34,26
42,-14
10,-44
-33,-29
-39,17
2,38
31,9
13,-21
-10,-12
-6,2
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
